,zfygpa,zgpa,DOB_yr,isPartTime,sex,race,cluster_tier,family_income,lsat,ugpa,pass_bar,weighted_lsat_ugpa
14702,0.87,1.16,68.0,No,Male,White,6.0,4.0,38.0,3.1,Passed,752.105244
14703,0.72,1.14,57.0,No,Male,White,4.0,4.0,37.0,3.0,Passed,726.315771
14704,-1.16,-1.59,67.0,No,Male,White,3.0,2.0,32.0,3.3,Passed,677.3684059999999
14705,-0.96,-0.71,67.0,No,Female,Other,5.0,3.0,37.0,3.5,Passed,776.315771
14706,0.0,0.0,60.0,No,Female,White,5.0,3.0,41.0,3.7,Passed,859.473663
14707,0.0,-0.88,69.0,No,Male,White,3.0,5.0,34.0,3.3,Passed,708.9473519999999
14708,0.54,0.4,66.0,No,Male,White,3.0,2.0,32.0,3.0,Passed,647.368406
14709,-1.41,-0.95,69.0,No,Female,White,4.0,4.0,36.0,3.5,Failed_or_not_attempted,760.526298
14710,-0.47,0.2,69.0,No,Female,White,5.0,2.0,43.0,4.0,Passed,921.052609
14711,-1.01,-1.62,69.0,No,Female,Black,4.0,4.0,29.0,2.6,Passed,559.999987
14712,0.0,0.0,68.0,No,Male,Other,3.0,2.0,30.5,2.6,Failed_or_not_attempted,583.6841965
14713,-1.0,-0.94,69.0,No,Male,White,4.0,4.0,33.5,3.1,Passed,681.0526155
14714,0.64,0.19,66.0,No,Male,White,4.0,3.0,47.0,3.7,Passed,954.210501
14715,0.91,0.45,68.0,No,Male,White,3.0,3.0,33.5,3.5,Passed,721.0526155
14716,0.0,0.0,69.0,No,Female,Black,3.0,3.0,25.0,2.9,Failed_or_not_attempted,526.842095
14717,-0.45,-0.04,68.0,No,Male,White,4.0,3.0,44.0,3.4,Passed,876.842082
14718,-0.3,-0.33,67.0,No,Male,White,5.0,3.0,40.0,2.8,Passed,753.68419
14719,0.0,0.0,50.0,No,Female,White,4.0,3.0,33.0,3.8,Failed_or_not_attempted,743.157879
14720,1.16,0.31,69.0,No,Male,White,6.0,4.0,45.0,3.6,Passed,912.6315549999999
14721,-0.73,-0.34,69.0,No,Female,White,4.0,3.0,38.0,3.4,Passed,782.105244
14722,-0.6,-1.02,67.0,No,Male,Black,1.0,4.0,17.5,2.5,Failed_or_not_attempted,368.4210475
14723,-0.31,-0.18,68.0,No,Female,White,4.0,4.0,39.0,3.3,Passed,787.8947169999999
14724,0.11,0.06,70.0,No,Female,White,5.0,5.0,36.0,3.4,Passed,750.526298
14725,-1.54,0.0,65.0,No,Male,Black,2.0,2.0,30.5,2.4,Failed_or_not_attempted,563.6841965
14726,-0.31,-0.56,69.0,No,Female,White,3.0,3.0,35.0,3.3,Passed,724.736825
14727,-0.03,0.0,68.0,No,Male,White,5.0,5.0,38.0,2.8,Passed,722.105244
14728,-0.18,0.0,63.0,No,Female,White,6.0,3.0,45.0,3.7,Passed,922.6315549999999
14729,-0.8,-0.29,68.0,No,Male,White,4.0,4.0,38.0,3.7,Passed,812.105244
14730,-0.04,0.14,66.0,No,Male,White,4.0,2.0,42.0,3.2,Passed,825.263136
14731,-0.03,0.13,44.0,Yes,Male,White,3.0,3.0,39.0,2.9,Passed,747.8947169999999
14732,-1.16,0.0,64.0,No,Female,White,3.0,4.0,31.5,3.2,Failed_or_not_attempted,659.4736695
14733,0.0,0.0,61.0,No,Male,White,6.0,3.0,48.0,3.1,Passed,909.999974
14734,-0.27,-0.76,64.0,No,Male,White,4.0,2.0,46.0,2.5,Passed,818.421028
14735,-0.52,-0.9,68.0,No,Male,White,3.0,5.0,31.5,3.0,Passed,639.4736694999999
14736,0.64,0.08,68.0,No,Male,Other,3.0,3.0,36.0,3.7,Passed,780.526298
14737,-0.73,-0.29,69.0,No,Female,White,5.0,3.0,44.0,4.0,Passed,936.842082
14738,0.76,0.66,69.0,No,Male,White,3.0,4.0,32.5,3.2,Passed,675.2631425
14739,0.0,0.0,66.0,No,Female,Black,6.0,2.0,29.0,2.9,Failed_or_not_attempted,589.9999869999999
14740,0.86,1.03,67.0,Yes,Female,White,3.0,4.0,37.0,3.3,Passed,756.3157709999999
14741,0.53,0.37,67.0,No,Female,White,3.0,4.0,38.5,3.2,Passed,769.9999805
14742,0.89,0.4,60.0,No,Male,White,4.0,5.0,43.0,2.6,Passed,781.052609
14743,0.65,0.49,62.0,No,Male,White,5.0,4.0,47.0,2.8,Passed,864.210501
14744,-0.85,-1.12,54.0,No,Female,White,4.0,2.0,44.0,2.8,Failed_or_not_attempted,816.842082
14745,-0.14,-0.1,68.0,No,Male,White,4.0,3.0,41.0,2.6,Passed,749.473663
14746,-0.74,-0.96,68.0,No,Male,White,5.0,5.0,43.0,2.5,Passed,771.052609
14747,1.01,0.28,56.0,Yes,Female,White,3.0,3.0,37.0,2.9,Passed,716.3157709999999
14748,-1.11,-1.1,66.0,No,Female,Other,5.0,5.0,39.5,2.9,Passed,755.7894534999999
14749,-0.14,-0.04,59.0,No,Female,White,2.0,4.0,32.0,3.7,Passed,717.368406
14750,2.69,2.42,65.0,No,Female,White,6.0,5.0,46.0,3.4,Passed,908.421028
14751,0.0,0.0,39.0,No,Female,White,3.0,3.0,36.0,3.2,Failed_or_not_attempted,730.526298
14752,-0.85,-2.06,68.0,No,Male,White,3.0,4.0,36.0,3.1,Passed,720.526298
14753,0.21,0.21,69.0,No,Female,White,4.0,5.0,45.0,3.6,Passed,912.6315549999999
14754,-0.21,-0.07,69.0,No,Male,White,3.0,4.0,34.0,2.9,Failed_or_not_attempted,668.9473519999999
14756,-1.64,-1.0,58.0,No,Female,Black,4.0,1.0,29.0,2.8,Passed,579.9999869999999
14757,-2.02,-1.89,42.0,No,Male,Black,4.0,2.0,26.0,3.1,Failed_or_not_attempted,562.631568
14758,1.18,0.87,63.0,No,Female,White,3.0,2.0,26.5,3.2,Passed,580.5263045
14759,-1.77,0.0,60.0,No,Male,Other,3.0,4.0,31.0,2.6,Failed_or_not_attempted,591.578933
14760,1.17,0.0,68.0,No,Male,White,6.0,3.0,39.0,3.7,Passed,827.894717
14761,1.92,1.77,53.0,No,Male,White,4.0,3.0,45.0,2.4,Passed,792.6315549999999
14762,0.12,0.12,70.0,No,Female,White,4.0,4.0,41.0,3.5,Passed,839.473663
14763,-0.58,0.13,67.0,No,Male,Other,3.0,5.0,34.5,2.9,Passed,676.8420884999999
14764,1.1,0.85,70.0,No,Male,White,4.0,4.0,40.0,3.6,Passed,833.6841900000001
14765,-0.13,-0.95,68.0,No,Male,White,3.0,3.0,42.0,2.4,Passed,745.2631359999999
14766,-1.03,-1.18,42.0,No,Female,White,4.0,4.0,39.0,3.5,Passed,807.8947169999999
14767,-0.53,-0.56,67.0,No,Female,White,3.0,3.0,29.0,3.3,Passed,629.9999869999999
14768,-0.7,-0.9,68.0,No,Male,White,3.0,4.0,34.0,2.6,Passed,638.947352
14769,0.02,0.0,54.0,Yes,Male,White,5.0,3.0,34.0,3.2,Failed_or_not_attempted,698.947352
14770,-0.02,0.15,68.0,No,Male,White,3.0,5.0,37.0,3.3,Passed,756.3157709999999
14771,-0.6,-0.67,63.0,No,Male,White,6.0,4.0,41.0,3.4,Passed,829.473663
14772,-1.28,-1.12,0.0,No,Female,White,3.0,4.0,28.5,3.0,Passed,592.1052505
14773,1.02,0.61,69.0,No,Female,White,5.0,4.0,45.0,3.9,Passed,942.6315549999999
14774,-0.49,-0.48,57.0,No,Female,White,6.0,3.0,45.0,4.0,Passed,952.6315549999999
14775,-0.18,-0.83,69.0,No,Male,White,3.0,3.0,36.0,3.6,Failed_or_not_attempted,770.526298
14776,-1.6,-0.26,62.0,Yes,Female,White,4.0,2.0,38.0,3.7,Passed,812.105244
14777,0.76,0.0,69.0,No,Male,White,4.0,4.0,40.0,2.9,Passed,763.68419
14778,-0.98,-0.91,69.0,No,Female,White,6.0,4.0,46.0,3.7,Passed,938.421028
14779,0.8,1.42,61.0,No,Male,White,4.0,5.0,40.5,3.7,Passed,851.5789265
14780,-0.26,-0.25,69.0,No,Male,White,3.0,4.0,35.0,2.9,Passed,684.736825
14781,0.77,1.22,69.0,No,Female,White,4.0,4.0,35.0,3.4,Passed,734.736825
14782,-0.03,0.92,69.0,No,Male,White,6.0,4.0,46.0,3.7,Passed,938.421028
14783,-0.41,-1.02,66.0,No,Female,White,4.0,4.0,32.0,3.3,Passed,677.3684059999999
14784,-0.32,-0.45,70.0,No,Female,White,5.0,4.0,36.0,3.7,Passed,780.526298
14785,-0.24,-0.24,68.0,No,Male,White,3.0,4.0,34.0,2.6,Passed,638.947352
14786,-2.58,-2.44,68.0,No,Male,Black,3.0,5.0,20.0,2.5,Passed,407.89473
14787,2.76,2.92,69.0,No,Male,White,2.0,5.0,45.0,2.3,Passed,782.6315549999999
14788,-0.45,-1.01,69.0,No,Male,White,4.0,4.0,42.0,3.0,Passed,805.263136
14789,-1.01,0.0,61.0,No,Female,White,3.0,3.0,31.0,3.4,Failed_or_not_attempted,671.578933
14790,1.05,0.7,66.0,No,Male,White,5.0,4.0,39.0,3.0,Passed,757.8947169999999
14791,-0.04,-0.21,66.0,No,Male,White,5.0,3.0,41.0,3.5,Passed,839.473663
14792,-1.17,-0.3,62.0,Yes,Male,White,3.0,4.0,22.7,2.2,Failed_or_not_attempted,420.5263071
14793,1.54,1.17,69.0,No,Male,White,4.0,4.0,46.0,3.5,Passed,918.421028
14794,-1.62,0.0,68.0,No,Female,Other,6.0,3.0,36.5,2.0,Failed_or_not_attempted,618.4210344999999
14795,-1.63,-1.83,60.0,No,Male,White,4.0,4.0,36.0,2.9,Passed,700.526298
14796,0.84,0.77,68.0,No,Male,White,5.0,5.0,44.0,3.6,Passed,896.842082
14798,0.1,-0.69,58.0,No,Male,White,3.0,4.0,29.0,3.9,Passed,689.9999869999999
14799,-0.52,-0.06,69.0,No,Male,White,2.0,3.0,27.0,3.0,Passed,568.4210410000001
14800,-0.39,-0.09,56.0,No,Male,White,2.0,3.0,30.0,3.1,Passed,625.78946
14801,1.66,1.59,67.0,No,Female,White,3.0,4.0,37.0,2.4,Passed,666.3157709999999
14802,0.81,0.91,60.0,No,Female,White,3.0,3.0,37.5,3.0,Passed,734.2105075
14803,-1.41,-1.74,70.0,No,Male,White,4.0,3.0,39.0,3.2,Passed,777.894717
14804,2.11,2.16,70.0,No,Female,White,5.0,3.0,48.0,3.9,Passed,989.999974
14805,0.63,0.29,68.0,No,Male,White,3.0,3.0,41.0,2.6,Passed,749.473663
14806,-2.01,-2.1,65.0,Yes,Female,White,4.0,2.0,20.0,3.5,Failed_or_not_attempted,507.89473
14807,-0.34,-0.33,66.0,No,Male,White,4.0,4.0,38.0,3.5,Failed_or_not_attempted,792.105244
14808,0.0,0.0,68.0,No,Male,White,5.0,4.0,34.7,3.6,Passed,749.9999831
14809,-0.16,-0.52,63.0,Yes,Female,Black,4.0,4.0,22.0,3.3,Passed,519.473676
14810,0.95,1.2,62.0,No,Female,White,5.0,2.0,46.0,3.0,Passed,868.421028
14811,-0.79,-1.51,68.0,No,Female,Other,3.0,4.0,31.0,2.8,Failed_or_not_attempted,611.578933
14812,-0.24,-0.42,67.0,No,Male,White,3.0,4.0,36.0,3.7,Passed,780.526298
14813,1.35,1.08,64.0,No,Male,White,3.0,3.0,36.0,2.6,Failed_or_not_attempted,670.526298
14814,0.2,0.04,69.0,No,Female,White,5.0,3.0,36.0,3.5,Passed,760.526298
14815,0.9,0.21,68.0,No,Male,Other,3.0,5.0,31.0,3.1,Passed,641.578933
14816,-0.69,-0.79,65.0,No,Male,White,4.0,5.0,42.0,2.5,Passed,755.263136
14817,-0.59,-0.98,69.0,No,Male,Black,4.0,3.0,32.0,3.1,Passed,657.368406
14818,0.01,0.25,68.0,No,Male,White,5.0,3.0,40.5,3.7,Passed,851.5789265
14819,0.19,-0.2,43.0,Yes,Female,White,2.0,3.0,25.0,3.8,Passed,616.842095
14820,0.95,1.15,69.0,No,Female,White,3.0,4.0,39.0,3.8,Passed,837.8947169999999
14821,-1.23,-1.59,66.0,No,Male,White,4.0,4.0,36.0,3.2,Passed,730.526298
14822,0.75,0.65,67.0,No,Male,White,4.0,3.0,44.0,3.2,Passed,856.842082
14823,0.98,1.13,69.0,No,Female,White,5.0,4.0,44.0,4.0,Passed,936.842082
14824,-1.57,0.0,66.0,No,Male,White,3.0,4.0,32.5,2.7,Failed_or_not_attempted,625.2631425
14825,1.21,0.83,68.0,No,Female,White,4.0,4.0,42.0,2.8,Passed,785.2631359999999
14826,-0.59,-2.09,69.0,No,Male,White,4.0,4.0,36.0,2.7,Passed,680.526298
14827,0.75,1.02,61.0,No,Male,White,3.0,3.0,34.5,2.5,Passed,636.8420885
14828,0.38,0.0,69.0,No,Female,White,3.0,4.0,39.0,3.6,Failed_or_not_attempted,817.894717
14829,-0.38,-0.19,70.0,No,Male,White,4.0,3.0,32.0,3.0,Passed,647.368406
14830,-0.49,0.42,69.0,No,Female,White,2.0,4.0,30.5,3.1,Passed,633.6841965
14832,-1.33,-1.26,68.0,No,Female,White,3.0,3.0,30.0,3.4,Passed,655.78946
14833,-1.15,-0.74,68.0,No,Female,Other,3.0,3.0,26.0,3.1,Passed,562.631568
14834,1.38,0.0,64.0,No,Female,White,1.0,5.0,25.7,3.2,Failed_or_not_attempted,567.8947261
14835,-0.12,-0.23,39.0,No,Female,Other,2.0,2.0,29.0,3.1,Passed,609.999987
14836,-1.71,-0.54,56.0,Yes,Male,White,3.0,4.0,35.0,2.3,Failed_or_not_attempted,624.736825
14838,-1.63,0.0,67.0,No,Male,White,3.0,5.0,29.0,3.1,Failed_or_not_attempted,609.999987
14839,-1.53,-0.79,68.0,No,Male,White,2.0,3.0,31.0,3.0,Passed,631.578933
14840,0.13,-0.51,66.0,No,Male,Other,1.0,1.0,24.0,2.6,Failed_or_not_attempted,481.052622
14841,-2.76,0.0,65.0,No,Female,Black,3.0,2.0,24.0,2.5,Failed_or_not_attempted,471.052622
14842,0.81,0.82,66.0,No,Female,White,3.0,4.0,33.0,3.0,Passed,663.157879
14843,0.03,0.0,61.0,Yes,Female,Other,3.0,2.0,29.0,3.7,Failed_or_not_attempted,669.999987
14844,0.74,0.57,47.0,Yes,Male,White,2.0,3.0,33.0,2.6,Failed_or_not_attempted,623.157879
14845,1.3,1.08,58.0,No,Male,White,2.0,4.0,34.0,3.4,Passed,718.9473519999999
14846,0.46,0.32,68.0,No,Male,White,3.0,4.0,31.0,3.6,Passed,691.578933
14847,-0.96,-0.99,69.0,No,Male,Other,6.0,4.0,45.0,3.6,Passed,912.6315549999999
14848,0.76,-0.18,67.0,No,Male,White,4.0,4.0,47.0,3.1,Passed,894.210501
14849,0.35,0.58,69.0,No,Male,Other,3.0,1.0,26.5,3.8,Passed,640.5263044999999
14850,0.02,0.41,58.0,No,Male,White,5.0,3.0,37.0,2.8,Passed,706.3157709999999
14851,0.58,-0.29,66.0,No,Male,White,3.0,4.0,29.0,3.5,Passed,649.9999869999999
14852,0.53,2.13,64.0,No,Female,White,2.0,4.0,32.0,3.5,Passed,697.368406
14853,-1.01,0.0,54.0,No,Male,Black,1.0,3.0,23.5,2.9,Failed_or_not_attempted,503.15788549999996
14855,-0.73,-0.58,69.0,Yes,Male,White,3.0,4.0,37.0,2.7,Passed,696.315771
14856,-0.27,-0.31,62.0,No,Female,White,4.0,4.0,47.0,3.1,Passed,894.210501
14858,-0.52,-0.65,58.0,Yes,Female,Other,5.0,1.0,32.0,3.1,Passed,657.368406
14859,0.0,0.0,62.0,No,Male,White,6.0,4.0,47.0,3.8,Passed,964.210501
14860,-0.99,-0.82,68.0,No,Female,Black,3.0,3.0,28.5,3.3,Passed,622.1052505
14861,0.19,-0.46,63.0,No,Male,White,4.0,4.0,44.0,2.6,Passed,796.842082
14862,-0.87,-1.54,67.0,No,Male,White,3.0,4.0,35.0,3.0,Passed,694.736825
14863,0.0,0.0,69.0,No,Female,White,6.0,3.0,37.0,3.7,Passed,796.315771
14864,-1.08,-0.39,59.0,No,Female,White,5.0,4.0,40.0,3.9,Passed,863.68419
14865,0.0,0.0,68.0,No,Male,White,5.0,5.0,42.0,3.1,Failed_or_not_attempted,815.263136
14866,-1.4,-1.42,69.0,No,Male,White,4.0,4.0,40.0,3.2,Passed,793.6841900000001
14867,-1.65,-1.26,54.0,No,Male,White,3.0,3.0,30.0,3.5,Passed,665.78946
14868,0.0,0.0,43.0,Yes,Male,White,5.0,2.0,37.0,2.3,Passed,656.3157709999999
14869,0.47,1.15,67.0,No,Female,White,3.0,2.0,32.5,3.1,Passed,665.2631425
14870,-1.1,-1.43,71.0,No,Female,White,4.0,4.0,35.0,3.2,Passed,714.736825
14871,-0.14,-0.72,69.0,No,Male,Other,3.0,4.0,33.0,3.3,Failed_or_not_attempted,693.157879
14872,-0.01,0.0,62.0,No,Male,Other,5.0,3.0,41.5,3.1,Passed,807.3683995
14873,-0.38,-0.55,68.0,No,Male,White,4.0,4.0,43.0,3.4,Passed,861.052609
14874,0.35,-0.21,48.0,No,Male,White,1.0,3.0,30.5,3.0,Failed_or_not_attempted,623.6841965
14875,0.45,0.88,68.0,No,Male,White,3.0,4.0,40.0,2.8,Passed,753.68419
14877,-0.34,-0.66,69.0,No,Female,Black,2.0,3.0,28.0,3.1,Passed,594.210514
14878,-0.6,0.21,61.0,No,Male,White,4.0,4.0,41.0,2.6,Passed,749.473663
14879,0.09,0.82,67.0,No,Male,White,4.0,5.0,41.0,3.2,Failed_or_not_attempted,809.473663
14880,-0.33,0.02,62.0,No,Female,White,4.0,2.0,35.0,2.8,Passed,674.736825
14881,0.78,1.09,69.0,No,Male,White,3.0,4.0,42.0,3.9,Passed,895.2631359999999
14882,-1.1,-0.96,63.0,Yes,Female,White,3.0,3.0,30.0,2.4,Passed,555.78946
14883,0.13,-0.01,61.0,No,Male,White,2.0,4.0,30.0,3.1,Failed_or_not_attempted,625.78946
14884,0.69,1.02,69.0,No,Female,White,3.0,3.0,39.0,3.4,Passed,797.8947169999999
14885,0.71,0.92,64.0,No,Male,White,4.0,3.0,43.0,2.8,Passed,801.052609
14886,0.36,0.22,64.0,No,Male,White,4.0,3.0,39.0,3.1,Passed,767.894717
14887,0.0,0.0,68.0,No,Male,White,4.0,3.0,42.0,2.7,Passed,775.263136
14888,0.29,0.35,59.0,No,Male,White,3.0,3.0,31.5,3.2,Passed,659.4736695
14889,-0.33,-0.3,67.0,No,Female,White,2.0,3.0,30.5,3.7,Passed,693.6841965
14890,0.47,0.53,70.0,No,Male,White,5.0,4.0,41.0,3.7,Passed,859.473663
14891,0.91,1.2,68.0,No,Female,White,2.0,4.0,33.0,3.4,Passed,703.157879
14892,0.0,0.0,65.0,No,Male,White,4.0,3.0,40.0,3.8,Failed_or_not_attempted,853.68419
14893,0.57,0.33,69.0,No,Male,White,3.0,4.0,35.0,3.6,Failed_or_not_attempted,754.736825
14894,-0.08,-0.08,64.0,No,Female,White,5.0,4.0,40.0,2.7,Passed,743.6841900000001
14895,0.49,0.68,65.0,No,Male,White,3.0,2.0,42.0,2.6,Passed,765.263136
14896,1.7,1.52,68.0,No,Male,White,3.0,4.0,39.0,2.5,Passed,707.8947169999999
14897,0.0,0.0,68.0,No,Male,White,3.0,3.0,37.0,3.4,Failed_or_not_attempted,766.3157709999999
14898,-0.08,0.03,68.0,No,Male,White,3.0,2.0,38.0,3.1,Passed,752.105244
14899,0.96,1.05,0.0,No,Female,White,3.0,4.0,35.0,3.6,Passed,754.736825
14900,0.06,0.39,69.0,No,Male,White,6.0,4.0,41.0,3.7,Passed,859.473663
14901,-0.11,0.26,66.0,No,Female,White,3.0,2.0,40.0,2.9,Passed,763.68419
14902,-0.84,-0.52,57.0,No,Male,White,3.0,2.0,35.0,2.9,Passed,684.736825
14903,0.12,-0.89,69.0,No,Male,Other,5.0,4.0,38.0,3.5,Passed,792.105244
14904,-1.19,-1.44,69.0,No,Male,White,3.0,4.0,38.0,3.4,Passed,782.105244
14905,-2.27,0.0,65.0,No,Male,White,3.0,4.0,43.0,2.9,Failed_or_not_attempted,811.052609
14906,0.12,0.63,67.0,No,Female,White,4.0,3.0,31.0,3.4,Passed,671.578933
14907,-0.66,-1.31,69.0,No,Male,White,4.0,4.0,24.5,2.7,Failed_or_not_attempted,498.9473585
14908,0.17,-0.26,67.0,No,Female,Black,4.0,3.0,29.0,2.5,Passed,549.9999869999999
14909,-0.19,0.61,66.0,No,Female,White,3.0,4.0,48.0,3.3,Passed,929.999974
14910,1.27,1.65,68.0,No,Male,White,6.0,4.0,40.0,3.5,Passed,823.68419
14911,-0.14,0.54,66.0,No,Female,Other,6.0,4.0,47.0,3.6,Passed,944.210501
14913,0.15,0.8,69.0,No,Female,White,3.0,4.0,38.0,3.0,Passed,742.105244
14914,1.96,2.13,69.0,No,Female,White,4.0,4.0,40.0,3.8,Passed,853.68419
14915,0.0,0.0,69.0,No,Male,White,4.0,4.0,38.0,3.7,Passed,812.105244
14916,-1.9,-2.09,66.0,No,Male,Other,6.0,3.0,33.0,3.5,Failed_or_not_attempted,713.157879
14917,0.39,-0.2,69.0,No,Male,White,3.0,4.0,35.0,3.1,Passed,704.736825
14918,-0.05,-0.45,67.0,No,Male,White,3.0,3.0,37.0,2.4,Passed,666.3157709999999
14919,-0.32,-0.17,67.0,No,Male,White,5.0,4.0,40.0,3.0,Passed,773.68419
14920,-0.07,2.01,69.0,No,Female,White,5.0,4.0,38.0,3.7,Passed,812.105244
14921,0.59,-0.12,50.0,No,Female,White,4.0,3.0,36.0,3.6,Passed,770.526298
14922,0.27,0.9,67.0,No,Female,White,5.0,5.0,35.0,3.3,Passed,724.736825
14923,0.5,0.74,69.0,No,Male,White,3.0,4.0,41.0,2.9,Passed,779.473663
14924,1.0,1.46,67.0,No,Male,White,3.0,4.0,32.5,3.2,Passed,675.2631425
14926,0.94,1.15,67.0,No,Male,White,4.0,3.0,40.0,3.1,Passed,783.6841900000001
14927,-0.5,-0.29,69.0,No,Male,White,4.0,4.0,44.0,3.4,Passed,876.842082
14928,-0.69,0.12,48.0,No,Female,White,2.0,5.0,24.0,3.2,Passed,541.052622
14929,-1.26,-1.52,69.0,No,Male,Black,5.0,3.0,32.5,3.7,Failed_or_not_attempted,725.2631425
14930,0.25,0.18,68.0,No,Female,White,4.0,3.0,34.5,3.6,Passed,746.8420885
14931,-0.68,-1.27,65.0,No,Male,White,3.0,3.0,36.0,3.1,Passed,720.526298
14932,-0.66,0.04,50.0,No,Female,White,1.0,3.0,38.0,3.3,Passed,772.105244
14933,-0.13,0.04,52.0,Yes,Female,White,3.0,2.0,35.0,3.5,Passed,744.736825
14934,1.84,2.29,64.0,No,Male,White,3.0,3.0,46.0,3.6,Passed,928.421028
14935,0.97,1.18,62.0,Yes,Male,Other,3.0,3.0,29.0,3.3,Passed,629.9999869999999
14936,-0.23,-0.34,64.0,Yes,Female,White,5.0,4.0,39.0,2.7,Passed,727.894717
14937,-1.83,0.0,67.0,No,Male,White,2.0,2.0,28.5,2.5,Failed_or_not_attempted,542.1052505
14938,0.6,0.83,52.0,No,Female,White,3.0,4.0,41.0,3.0,Failed_or_not_attempted,789.473663
14939,-1.95,-1.69,67.0,No,Male,White,3.0,4.0,38.0,3.5,Failed_or_not_attempted,792.105244
14940,-0.15,0.13,53.0,No,Female,White,2.0,3.0,30.0,3.9,Passed,705.78946
14941,1.13,0.87,70.0,No,Male,Other,4.0,3.0,37.0,3.9,Passed,816.3157709999999
14942,0.65,0.97,67.0,No,Male,White,5.0,3.0,43.0,2.8,Passed,801.052609
14943,1.16,1.6,46.0,No,Male,Other,2.0,4.0,28.0,2.8,Passed,564.210514
14944,1.93,1.51,70.0,No,Female,White,5.0,5.0,38.0,3.7,Passed,812.105244
14945,1.75,1.43,67.0,No,Female,Black,1.0,3.0,30.0,2.4,Passed,555.78946
14946,-0.89,-0.68,67.0,No,Female,Other,3.0,3.0,27.5,3.0,Passed,576.3157775
14947,-0.41,-1.26,69.0,Yes,Female,White,3.0,3.0,33.0,3.1,Passed,673.157879
14948,0.0,0.0,55.0,Yes,Female,White,2.0,4.0,29.0,2.7,Failed_or_not_attempted,569.999987
14949,-0.36,0.27,60.0,No,Male,White,2.0,4.0,31.0,3.5,Passed,681.578933
14951,-1.44,-0.64,68.0,No,Female,White,6.0,4.0,44.0,3.4,Passed,876.842082
14952,0.56,0.81,64.0,Yes,Male,White,3.0,3.0,40.0,2.3,Passed,703.68419
14953,-1.03,-0.95,63.0,No,Male,White,3.0,4.0,42.0,2.2,Passed,725.263136
14954,-0.84,-0.31,69.0,No,Male,White,3.0,4.0,36.0,3.3,Passed,740.526298
14955,0.95,0.98,68.0,No,Female,Black,1.0,1.0,18.0,3.5,Failed_or_not_attempted,476.315784
14956,-1.3,-1.98,65.0,No,Female,Black,3.0,4.0,29.0,2.1,Passed,509.999987
14957,1.38,0.71,69.0,No,Female,Black,1.0,4.0,29.0,3.4,Passed,639.9999869999999
14958,-1.3,-0.24,64.0,No,Female,White,6.0,5.0,41.0,3.1,Passed,799.473663
14959,1.13,0.88,66.0,No,Female,White,5.0,2.0,40.0,3.6,Failed_or_not_attempted,833.6841900000001
14960,0.0,-1.34,69.0,No,Male,Black,1.0,3.0,33.0,2.2,Passed,583.157879
14961,-0.96,-0.73,69.0,No,Female,Other,6.0,4.0,42.0,3.7,Passed,875.263136
14962,1.01,1.17,69.0,No,Female,White,3.0,4.0,34.5,3.2,Passed,706.8420885
14963,1.15,0.89,69.0,No,Male,White,5.0,3.0,34.0,3.5,Passed,728.9473519999999
14964,-0.47,-0.24,68.0,No,Female,White,2.0,2.0,28.5,3.2,Passed,612.1052505
14965,0.0,0.0,52.0,Yes,Female,White,3.0,4.0,38.0,2.6,Failed_or_not_attempted,702.105244
14966,-1.18,-0.73,52.0,No,Female,Other,3.0,4.0,35.0,3.0,Passed,694.736825
14967,0.0,0.0,69.0,No,Female,White,4.0,4.0,40.0,3.4,Passed,813.68419
14968,0.52,0.4,67.0,No,Male,White,3.0,3.0,34.0,2.8,Passed,658.9473519999999
14969,0.82,-0.08,60.0,No,Male,White,3.0,4.0,40.0,2.3,Passed,703.68419
14970,-0.82,-1.09,63.0,No,Female,Black,4.0,1.0,42.0,3.0,Passed,805.263136
14971,-1.62,-1.79,67.0,No,Female,White,6.0,4.0,40.0,3.7,Passed,843.6841900000001
14972,-1.1,-1.59,67.0,No,Female,Black,5.0,1.0,35.0,3.2,Passed,714.736825
14973,0.13,-1.43,70.0,No,Male,White,2.0,4.0,28.0,3.0,Failed_or_not_attempted,584.210514
14974,-0.08,-1.19,69.0,No,Male,Other,3.0,2.0,37.0,2.3,Passed,656.3157709999999
14975,0.73,0.56,69.0,No,Male,White,4.0,4.0,41.0,3.5,Passed,839.473663
14976,0.0,0.0,68.0,No,Male,White,1.0,3.0,32.0,3.7,Failed_or_not_attempted,717.368406
14977,-0.1,0.11,60.0,Yes,Male,White,3.0,3.0,38.0,2.9,Passed,732.105244
14978,-0.85,-0.49,70.0,No,Female,White,2.0,4.0,33.0,2.9,Failed_or_not_attempted,653.157879
14979,0.89,0.4,68.0,No,Male,White,4.0,3.0,32.0,3.1,Passed,657.368406
14980,0.0,0.0,58.0,No,Male,Black,1.0,1.0,15.5,2.4,Failed_or_not_attempted,326.8421015
14982,0.81,0.3,67.0,No,Female,White,6.0,3.0,43.0,3.6,Passed,881.052609
14983,-0.17,0.15,69.0,No,Female,White,3.0,3.0,31.5,3.0,Passed,639.4736694999999
14984,-1.04,-1.08,67.0,No,Male,White,3.0,3.0,30.0,3.0,Passed,615.78946
14985,0.43,0.57,51.0,No,Female,White,5.0,3.0,40.0,3.3,Passed,803.68419
14986,-0.54,1.26,61.0,No,Male,White,4.0,4.0,42.0,3.5,Passed,855.263136
